title,subtype,status,image,epCount,rating,synopsis,genre
Kimi ni Todoke 2nd Season,TV,Finished,https://media.kitsu.io/anime/poster_images/5820/large.jpg?1597696900,12,81.26,The continuation of the first season. Sawako Kuronuma and her friends have just begun their second year of high school and they are in the same class together again. To make matters more interesting a male student newly transferred into their class is seated right next to Kuronuma and has taken an interest in her. What hurdles will Sawako and Kazehaya face next?,"['school', 'slice-of-life', 'drama', 'romance']"
Durarara!!x2 Ketsu,TV,Finished,https://media.kitsu.io/anime/poster_images/9725/large.jpg?1597695039,12,81.25,"As Mikado Ryuugamine continues to purge the Dollars from within in accordance with his warped sense of justice, Masaomi Kida hopes to bring his friend back to his senses by bringing the Yellow Scarves together once more. Little do they know that a far more dominant force is about to enter their struggle for power, one that their friend Anri Sonohara is all too familiar with.
Meanwhile, the group that has gathered at Shinra Kishitani's apartment realizes that they are on the brink of something life-changing, an event that will throw Ikebukuro into a spiral of confusion. Their anxiety is realized when reports of Celty's head being found in public start to appear all over the news as Kasane Kujiragi begins to make her move.
Gone are the brief periods of tranquility as the current turmoil sets the stage for one final performance in this thrilling conclusion to the story of Ikebukuro's finest.
[Written by MAL Rewrite]","['mystery', 'supernatural', 'action']"
Steven Universe Season 2,TV,Finished,https://media.kitsu.io/anime/poster_images/13413/large.jpg?1597696900,26,81.23,Season 2 of Steven Universe,"['comedy', 'anime-influenced', 'fantasy', 'friendship', 'family', 'adventure']"
Kino no Tabi: The Beautiful World,TV,Finished,https://media.kitsu.io/anime/poster_images/447/large.jpg?1597690687,13,81.23,"Based on a hit light novel series by Keiichi Sigsawa, the philosophical Kino's Journey employs the time-honored motif of the road trip as a vehicle for self-discovery and universal truth. Deeply meditative and cooler than zero, the series follows the existential adventures of the apt marksman Kino along with talking motorcycle Hermes as they travel the world and learn much about themselves in the process. Imaginative, thought-provoking, and sometimes disturbing, Kino's journey is documented in an episodic style with an emphasis on atmosphere rather than action or plot, though still prevalent.","['slice-of-life', 'action', 'adventure']"
Star vs. The Forces of Evil: The Battle for Mewni,movie,Finished,https://media.kitsu.io/anime/poster_images/13533/large.jpg?1597696923,1,81.21,"The TV movie follows Star as she returns to her home dimension of Mewni where she discovers that magic is disappearing throughout the kingdom. Star must dig deep and challenge archnemesis Ludo in an effort to save her family and kingdom.

(Source: Comic Book)","['comedy', 'magic', 'anime-influenced', 'mahou-shoujo', 'fantasy', 'drama', 'friendship']"
Darker than Black,TV,Finished,https://media.kitsu.io/anime/poster_images/1824/large.jpg?1597696905,25,81.2,"It has been 10 years since Heaven's Gate appeared in South America and Hell's Gate appeared in Japan, veiling the once familiar night sky with an oppressive skyscape. Their purposes unknown, these Gates are spaces in which the very laws of physics are ignored. With the appearance of the Gates emerged Contractors, who, in exchange for their humanity, are granted supernatural abilities.
In the Japanese city surrounding Hell’s Gate, Section 4 Chief Misaki Kirihara finds herself at odds with an infamous Contractor codenamed Hei. Called ""Black Reaper"" in the underground world, Hei, like his associates, undertakes missions for the mysterious and ruthless Syndicate while slowly peeling back the dark layers covering a nefarious plot that threatens the very existence of Contractors.
From the mind of Tensai Okamura comes a sci-fi thriller taking the form of a subtle exposé on a war in which political positions and justice have no sway—a war waged exclusively in the shadows.
[Written by MAL Rewrite]","['sci-fi', 'mystery', 'super-power', 'action']"
K-On!!,TV,Finished,https://media.kitsu.io/anime/poster_images/5124/large.jpg?1597696914,26,81.2,"For two full years, Yui, Mio, Ritsu and Tsumugi have worked together to keep the struggling Light Music Club alive. With a new school year there are new and scary challenges ahead!

(Source: HIDIVE)","['comedy', 'school', 'music', 'slice-of-life']"
Toaru Kagaku no Railgun S,TV,Finished,https://media.kitsu.io/anime/poster_images/7366/large.jpg?1597696893,24,81.2,"Mikoto Misaka and her friends are back, investigating rumors across Academy City. Soon, Mikoto discovers something terrifying: horrific experiments are taking place throughout the city, involving the murder of thousands of espers. Moreover, these espers are far from just ordinary people: they are clones of Mikoto herself. Feeling responsible for their treatment, she sets off to put an end to the experiments; however, the forces opposing her are much more dangerous than she anticipated, and Mikoto finds herself up against some of the most powerful espers imaginable.Toaru Kagaku no Railgun S continues the story of the Railgun as she desperately fights to put an end to the inhuman experiments that she believes she helped cause, her life dragged deep into despair in the process. There's never a dull moment in Academy City, but no one ever said all of them would be pleasant.
[Written by MAL Rewrite]","['sci-fi', 'super-power', 'action', 'friendship']"
Steven Universe,TV,Finished,https://media.kitsu.io/anime/poster_images/10735/large.jpg?1597696886,52,81.2,"The Crystal Gems are a team of magical beings who are the self-appointed guardians of the universe. Half-human, half-Gem hero Steven is the ""little brother"" of the group. The goofball is learning to save the world using the magical powers that come from his bellybutton and he goes on magical adventures with the rest of the Crystal Gems, even though he's not as powerful -- or smart -- as fellow group members Garnet, Amethyst and Pearl. Despite his shortcomings, Steven usually finds a surprising way to save the day.

(Source: IMDB)","['comedy', 'anime-influenced', 'fantasy', 'friendship', 'family', 'adventure']"
Ansatsu Kyoushitsu: 365-nichi no Jikan,movie,Finished,https://media.kitsu.io/anime/poster_images/12292/large.jpg?1474927772,1,81.19,"A compilation film of the Ansatsu Kyoushitsu TV series, featuring anime-only epilogue scenes not originally in the manga.","['comedy', 'school', 'action']"
Honey and Clover II,TV,Finished,https://media.kitsu.io/anime/poster_images/1023/large.jpg?1597696940,12,81.18,"The sequel and final installment to the highly popular series once again delves into the life stories and love lives of Takemoto Yuuta, Mayama Takumi and Morita Shinobu. The story continues where the first season left off, after Takemoto's self-discovery journey around Japan. Of course, the love triangles and tribulations they face will continue, and eventually decide the paths to their future.
(Source: ANN)","['slice-of-life', 'drama', 'romance']"
Chihayafuru 3,TV,Finished,https://media.kitsu.io/anime/poster_images/40998/large.jpg?1597696872,24,81.18,"Third season of Chihayafuru.

“I’m not letting go of my dreams! I’m gonna be the queen!”

They put everything on the line to taste the glory. Chihaya and Mizusawa High School karuta club teammates, including those who just joined, spend the summer of their sophomore year competing at the National Tournament.

In the team competition, they beat the seemingly invincible Fujisaki High School to make Mizusawa High School the champion for the first time. In the individual competition, Taichi wins the B Level while Arata wins the A Level.

The right finger that Chihaya injured in the team competition has healed from the successful surgery. She’s ready to join the Fujisaki High School summer camp with Taichi.

They set their eyes on beating the reigning queen and put up with the brutal training from their advisor Sakurazawa, but the discovery of one fact might dash their hopes of playing.

Meanwhile, Arata learns that having his own team will open up new opportunities, so he sets off to establishing one.

A new rival, an unpredictable future, and the dream of becoming the queen. “Chihayafuru 3” overflows with the passion and devotion of the karuta club high school students!

(Source: Crunchyroll)","['sports', 'school', 'game', 'slice-of-life', 'drama']"
Higurashi no Naku Koro ni Kai,TV,Finished,https://media.kitsu.io/anime/poster_images/1699/large.jpg?1597696909,24,81.16," Higurashi no Naku Koro ni Kai continues the story from the first series and sheds light on many of the dark mysteries prevalent in the first season. The young group of friends in the town of Hinamizawa continue to have terrible conflicts with one another in their never ending summer of 1983, often ending with the brutal murder of one of their members. With the help of her spiritual friend, Hanyuu, Furude Rika tackles these challenges over and over, trying her best to keep their lives from coming to a tragic end. With no end to the torture in sight, Rika must call upon the bonds of friendship and trust among her friends to discover the true villain of this eternal June.
[Written by MAL Rewrite]","['mystery', 'supernatural', 'psychological', 'thriller']"
Non Non Biyori Nonstop,TV,Finished,https://media.kitsu.io/anime/poster_images/42349/large.jpg?1611329435,12,81.16,Season 3 of Non Non Biyori.,['none']
Non Non Biyori Repeat,TV,Finished,https://media.kitsu.io/anime/poster_images/8410/large.jpg?1597696921,12,81.14,"Even though there are still only five students who attend the remote Asahigaoka Branch School, each one of the girls already has a lifetime of wonderful experiences in the carefree Japanese countryside. Some memories may belong to just one person, like Hotaru’s recollections of her first day in Asahigaoka before she’d had a chance to meet her new friends. Other memories bring an otherwise sleepy town to life for Komari, Natsumi, Renge, or even Suguru. From daily life in school, to unforgettable holiday festivities, or even simple adventures like learning how to make okonomiyaki, new adventures are just waiting to be shared as we return to Asahigaoka in NON NON BIYORI REPEAT!

(Source: Sentai Filmworks)",['none']
Nodame Cantabile,TV,Finished,https://media.kitsu.io/anime/poster_images/1525/large.jpg?1597696906,23,81.14,"Shinichi Chiaki is a first class musician whose dream is to play among the elites in Europe. Coming from a distinguished family, he is an infamous perfectionist—not only is he highly critical of himself, but of others as well. The only thing stopping Shinichi from leaving for Europe is his fear of flying. As a result, he's grounded in Japan.
During his fourth year at Japan's top music university, Shinichi happens to meet Megumi Noda or, as she refers to herself, Nodame. On the surface, she seems to be an unkempt girl with no direction in life. However, when Shinichi hears Nodame play the piano for the first time, he is in awe of the kind of music she creates. Nevertheless, Shinichi is dismayed to discover that Nodame is his neighbor, and worse, she ends up falling head over heels in love with him.
[Written by MAL Rewrite]","['comedy', 'music', 'slice-of-life', 'drama', 'romance']"
Mushishi Zoku Shou: Suzu no Shizuku,movie,Finished,https://media.kitsu.io/anime/poster_images/10084/large.jpg?1597696952,1,81.14,"The anime adaptation of the final Mushishi manga arc. Ginko stumbles upon a young girl in a mountain with branches and leaves growing out of her body. He later realises that she is the lord of that mountain but finds it strange that a human like her was chosen as the lord. He later meets her older brother who has continued to search for her ever since she disappeared while she was accompanying him on a stormy day. The story is about that girl, Kaya, and how she is torn between continuing her duty as a mushi lord and returning back to her loving human family.
(Source: ANN)","['mystery', 'supernatural', 'historical', 'fantasy', 'slice-of-life', 'adventure']"
Karakai Jouzu no Takagi-san 2,TV,Finished,https://media.kitsu.io/anime/poster_images/42110/large.jpg?1561967242,12,81.13,"The second season of Karakai Jouzu no Takagi-san.

Even after spending a considerable amount of time with Takagi, Nishikata is still struggling to find a perfect plan to defeat the expert teaser. A battle of wits, a contest of physical prowess, a test of courage—any strategy he employs to expose her weaknesses is to no avail. On the contrary, Nishikata's pitiful attempts only reveal more of his own flaws, which Takagi takes advantage of to become increasingly daring in her teasing attempts. To make things worse for Nishikata, rumors about him and Takagi may have spread in class due to the frequent interactions between them.

However, the optimistic Nishikata believes that wisdom comes with age and that as the days go by, his experience with her constant teasing will eventually bear fruit, leading him to the awaited moment of victory. Thus, Nishikata continues to strive for the seemingly impossible—to outsmart Takagi and make her blush with embarrassment.",['none']
Gin no Saji 2nd Season,TV,Finished,https://media.kitsu.io/anime/poster_images/7860/large.jpg?1597696897,11,81.12,"The second trimester begins at Ezono as Hokkaido’s fall quickly kicks in. Hachiken is as busy as ever, taking over the position of vice president of the equestrian club, adopting a puppy, competing in his first equestrian event, and being in charge of many activities for Ezono’s school festival. Even though the usual school life is carried out and they dream of their futures like any other teenager, Hachiken and his friends are forced to confront the harsh realities of agricultural businesses such as financial struggles and successor issues. Hachiken tries his best to support his peers which ultimately leads him to face and overcome his own problems with his family. This is a coming-of-age story filled with sweat, tears, and literally a lot of dirt!

(Source: Aniplex)","['comedy', 'school', 'slice-of-life']"
Rainbow: Nisha Rokubou no Shichinin,TV,Finished,https://media.kitsu.io/anime/poster_images/4430/large.jpg?1597696908,26,81.12,"Japan, 1955: Mario Minakami has just arrived at Shounan Special Reform School along with six other teenagers who have been arrested on serious criminal charges. All assigned to the same cell, they meet older inmate Rokurouta Sakuragi—a former boxer—with whom they establish a close bond. Under his guidance, and with the promise that they will meet again on the outside after serving their sentences, the delinquents begin to view their hopeless situation in a better light.Rainbow: Nisha Rokubou no Shichinin follows the seven cellmates as they struggle together against the brutal suffering and humiliation inflicted upon them by Ishihara, a sadistic guard with a grudge on Rokurouta, and Gisuke Sasaki, a doctor who takes pleasure in violating boys. Facing such hellish conditions, the seven inmates must scrape together all the strength they have to survive until their sentences are up; but even if they do, just what kind of lives are waiting for them on the other side?
[Written by MAL Rewrite]","['thriller', 'historical', 'drama']"
When Marnie Was There,movie,Finished,https://media.kitsu.io/anime/poster_images/8159/large.jpg?1597699271,1,81.12,"Suffering from frequent asthma attacks, young Anna Sasaki is quiet, unsociable, and isolated from her peers, causing her foster parent endless worry. Upon recommendation by the doctor, Anna is sent to the countryside, in hope that the cleaner air and more relaxing lifestyle will improve her health and help clear her mind. Engaging in her passion for sketching, Anna spends her summer days living with her aunt and uncle in a small town near the sea.
One day while wandering outside, Anna discovers an abandoned mansion known as the Marsh House. However, she soon finds that the residence isn't as vacant as it appears to be, running into a mysterious girl named Marnie. Marnie's bubbly demeanor slowly begins to draw Anna out of her shell as she returns night after night to meet with her new friend. But it seems there is more to the strange girl than meets the eye—as her time in the town nears its end, Anna begins to discover the truth behind the walls of the Marsh House.Omoide no Marnie tells the touching story of a young girl's journey through self-discovery and friendship, and the summer that she will remember for the rest of her life.
[Written by MAL Rewrite]","['mystery', 'psychological', 'drama', 'friendship']"
JoJo no Kimyou na Bouken,TV,Finished,https://media.kitsu.io/anime/poster_images/7158/large.jpg?1597694869,26,81.11,"In 1868, Dario Brando saves the life of an English nobleman, George Joestar. By taking in Dario's son Dio when the boy becomes fatherless, George hopes to repay the debt he owes to his savior. However Dio, unsatisfied with his station in life, aspires to seize the Joestar house for his own. Wielding an Aztec stone mask with supernatural properties, he sets out to destroy George and his son, Jonathan ""JoJo"" Joestar, and triggers a chain of events that will continue to echo through the years to come.

Half a century later, in New York City, Jonathan's grandson Joseph Joestar discovers the legacy his grandfather left for him. When an archeological dig unearths the truth behind the stone mask, he realizes that he is the only one who can defeat the Pillar Men, mystical beings of immeasurable power who inadvertently began everything.

Adapted from the first two arcs of Hirohiko Araki's outlandish manga series, JoJo no Kimyou na Bouken follows the many thrilling expeditions of JoJo and his descendants. Whether it's facing off with the evil Dio, or combatting the sinister Pillar Men, there's always plenty of bizarre adventures in store.

(Source: MAL Rewrite)","['supernatural', 'vampire', 'action', 'adventure']"
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,movie,Finished,https://media.kitsu.io/anime/poster_images/8193/large.jpg?1467510643,1,81.1,Movie adaptation of the Sekaiichi Hatsukoi: Yokozawa Takafumi no Baai BL light novel.,"['comedy', 'shounen-ai', 'drama', 'romance']"
Slam Dunk,TV,Finished,https://media.kitsu.io/anime/poster_images/148/large.jpg?1597696935,101,81.1,"Hanamichi Sakuragi, infamous for this temper, massive height, and fire-red hair, enrolls in Shohoku High, hoping to finally get a girlfriend and break his record of being rejected 50 consecutive times in middle school. His notoriety precedes him, however, leading to him being avoided by most students. Soon, after certain events, Hanamichi is left with two unwavering thoughts: ""I hate basketball,"" and ""I desperately need a girlfriend.""
One day, a girl named Haruko Akagi approaches him without any knowledge of his troublemaking and asks him if he likes basketball. Hanamichi immediately falls head over heels in love with her, blurting out a fervent affirmative. She then leads him to the gymnasium, where she asks him if he can do a slam dunk. In an attempt to impress Haruko, he makes the leap, but overshoots, instead slamming his head straight into the blackboard. When Haruko informs the basketball team's captain of Hanamichi's near-inhuman physical capabilities, he slowly finds himself drawn into the camaraderie and competition of the sport he had previously held resentment for.
[Written by MAL Rewrite]","['comedy', 'sports', 'school', 'drama']"
Psycho-Pass RE:Start,TV,Finished,https://media.kitsu.io/anime/poster_images/8574/large.jpg?1597696883,11,81.09,"""New Edit Version"" of the 1st TV anime series with newly-produced footage.  The series takes place in the near future, when it is possible to instantaneously measure and quantify a person's state of mind and personality. This information is recorded and processed, and the term ""Psycho-Pass"" in the anime's title refers to a standard used to measure an individual's being. The story centers around the ""enforcement officer"" Shinya Kōgami, who is tasked with managing crime in such a world.

(Source: ANN)","['sci-fi', 'police', 'thriller', 'action']"
The Wind Rises,movie,Finished,https://media.kitsu.io/anime/poster_images/7485/large.jpg?1597696954,1,81.09,"Before the Great Kanto Earthquake of 1923, before the great war that tore Japan asunder, Jirou Horikoshi lived in a world of dreams - dreams of flight, and dreams of making the world a better place.Kaze Tachinu is the story of the man who created the Mitsubishi A6M Zero fighter, the most famous airplane in Japanese history. From his childhood in Fujioka, Jirou dreamed of designing flying machines like his hero, Italian aviation pioneer Giovanni Battista Caproni. Through disaster, romance, war and loss, Jirou continues to chase that dream - learning along the way that once released into the world, dreams can take on a very different shape.","['historical', 'drama', 'romance']"
Star vs. the Forces of Evil Season 2,TV,Finished,https://media.kitsu.io/anime/poster_images/13429/large.jpg?1597696909,22,81.09,Season 2 of Star vs. the Forces of Evil,"['comedy', 'magic', 'anime-influenced', 'mahou-shoujo', 'fantasy', 'drama', 'friendship']"
Steven Universe Season 4,TV,Finished,https://media.kitsu.io/anime/poster_images/13417/large.jpg?1597696898,25,81.07,Season 4 of steven universe.,"['comedy', 'anime-influenced', 'fantasy', 'friendship', 'family', 'adventure']"
Saenai Heroine no Sodatekata Fine,movie,Finished,https://media.kitsu.io/anime/poster_images/14050/large.jpg?1545654005,1,81.07,"After Eriri and Utaha leave Blessing Software, Tomoya and Megumi work alongside Izumi, Michiru, and Hashima in order to create their next game together: ""How to Raise a Boring Girlfriend."" However, Tomoya is stuck when it comes to writing the main heroine Meguri's route. And to make things even more complicated, Eriri and Utaha are encountering troubles on their own after a series of complications around their work on Fields Chronicle. Can Tomoya maintain his commitments to both Megumi and Blessing Software, as well as Eriri and Utaha?

(Source: Anime News Network)","['comedy', 'school', 'harem', 'romance', 'ecchi']"
Star vs. the Forces of Evil Season 3,TV,Finished,https://media.kitsu.io/anime/poster_images/13431/large.jpg?1597696922,17,81.07,Season 3 of Star vs the Forces of Evil.,"['drama', 'friendship', 'mahou-shoujo', 'anime-influenced', 'fantasy', 'magic', 'comedy']"
Hibike! Euphonium 2,TV,Finished,https://media.kitsu.io/anime/poster_images/11474/large.jpg?1623049156,13,81.06,Second season of Hibike! Euphonium.,"['school', 'music', 'drama']"
Golden Kamuy 3,TV,Finished,https://media.kitsu.io/anime/poster_images/42435/large.jpg?1600680696,12,81.04,Season 3 of Golden Kamuy.,['none']
Gekkan Shoujo Nozaki-kun,TV,Finished,https://media.kitsu.io/anime/poster_images/8402/large.jpg?1597696898,12,81.03,"You know how the story goes: girl crushes on guy, girl confesses feelings to guy, guy mistakes confession for a job application. Okay, maybe that's not how it usually goes, but that's what happens when Chiyo Sakura finally gets up the nerve to tell her classroom crush Nozaki how she feels. Since she doesn't know that he's secretly a manga artist who publishes under a female pen name, and he doesn't know that she doesn't know, he misunderstands and offers her a chance to work as his assistant instead of a date! But while it's not flowers and dancing, it is a chance to get closer to him, so Chiyo gamely accepts. And when Nozaki realizes how useful Chiyo can be in figuring out what girls find romantic, he'll be spending even more time with her ""researching"" while remaining completely clueless. Could Chiyo's romantic frustration possibly get any more drawn out of proportion? The answer will be profusely illustrated in MONTHLY GIRLS' NOZAKI-KUN!

(Source: Sentai Filmworks)","['comedy', 'school', 'romance']"
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2,TV,Finished,https://media.kitsu.io/anime/poster_images/42838/large.jpg?1575638100,12,81.02,Second season of Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen.,['none']
Samurai Jack (2017),TV,Finished,https://media.kitsu.io/anime/poster_images/11580/large.jpg?1597696905,10,81,"On December 2, 2015, the Adult Swim page on Facebook posted a short promo teaser confirming a new season of Samurai Jack will be airing in 2016.

(Source: Wikipedia)","['anime-influenced', 'samurai', 'martial-arts', 'fantasy', 'magic', 'sci-fi', 'drama', 'adventure', 'action']"
Bakuten!!,TV,Finished,https://media.kitsu.io/anime/poster_images/44123/large.jpg?1620467847,12,80.97,"The anime is set in Miyagi prefecture's Iwanuma city, and centers on a high school rhythmic gymnastics team. The anime follows Shoutarou Futaba, who is fascinated by gymnastics after seeing it in his third year of middle school, and joins the rhythmic gymnastics team of his new high school Soushuukan High School, nicknamed ""Ao High."" He makes a friend with his schoolmate Ryouya Misato, who earned fame for as a gymnast during middle school.

(Source: ANN)",['none']
Dragon Ball,TV,Finished,https://media.kitsu.io/anime/poster_images/199/large.jpg?1597696914,153,80.95,"Gokuu Son is a young boy who lives in the woods all alone—that is, until a girl named Bulma runs into him in her search for a set of magical objects called the ""Dragon Balls."" Since the artifacts are said to grant one wish to whoever collects all seven, Bulma hopes to gather them and wish for a perfect boyfriend. Gokuu happens to be in possession of a dragon ball, but unfortunately for Bulma, he refuses to part ways with it, so she makes him a deal: he can tag along on her journey if he lets her borrow the dragon ball's power. With that, the two set off on the journey of a lifetime.
They don't go on the journey alone. On the way, they meet the old Muten-Roshi and wannabe disciple Kuririn, with whom Gokuu trains to become a stronger martial artist for the upcoming World Martial Arts Tournament. However, it's not all fun and games; the ability to make any wish come true is a powerful one, and there are others who would do much worse than just wishing for a boyfriend. To stop those who would try to abuse the legendary power, they train to become stronger fighters, using their newfound strength to help the people around them along the way.
[Written by MAL Rewrite]","['comedy', 'martial-arts', 'super-power', 'fantasy', 'adventure']"
Shouwa Genroku Rakugo Shinjuu: Sukeroku Futatabi-hen,TV,Finished,https://media.kitsu.io/anime/poster_images/12022/large.jpg?1597696908,12,80.94,"Ex-convict turned Rakugo apprentice Yotarou has finally taken the name of Yurakutei Sukeroku III, and with his master Yakumo's permission has attained the lofty rank of shin'uchi. He assumes the name at a critical time for Rakugo, with audiences fewer than ever. At the same time he has started acting as a husband to Konatsu, who is now a single mother. Yotarou thus begins the struggle to fill the role of Sukeroku, both as the future of Rakugo and as a part of Yakumo's and Konatsu's lives.

(Source: ANN)","['historical', 'drama']"
Steven Universe Season 5,TV,Finished,https://media.kitsu.io/anime/poster_images/13423/large.jpg?1597696901,32,80.94,Season 5 of Steven Universe,"['comedy', 'anime-influenced', 'fantasy', 'friendship', 'family', 'adventure']"
JoJo no Kimyou na Bouken: Phantom Blood,movie,Finished,https://media.kitsu.io/anime/poster_images/3136/large.jpg?1408448878,1,80.94,"An adaptation of the original five volume arc of the popular JoJo's Bizarre Adventure manga, covering the Phantom Blood chapters. Jonathan Joestar is an aristocratic boy whose life is suddenly turned upside down by a mysterious new boy who arrives, Dio Brando. Dio has a connection to his father, and over time, a rivalry forms as Dio becomes obsessed with a mysterious, ancient, and mystical stone mask that Jonathan's father keeps. ","['vampire', 'horror', 'action', 'adventure']"
The Legend of Korra Book 3: Change,TV,Finished,https://media.kitsu.io/anime/poster_images/8077/large.jpg?1597696923,13,80.93,"Set two weeks after the end of Book Two: Spirits, the world is dealing with the changes caused by the energy shift of the planet due to Harmonic Convergence and Korra's battle with the Dark Avatar. Among those changes is the reemergence of airbenders. The journey begins to rebuild the air nation, however, not all airbenders are friendly. Korra faces a new threat, a secret organization of terrorists who seek to bring down the world's governments and, once and for all, put an end to the avatar cycle.","['comedy', 'martial-arts', 'super-power', 'anime-influenced', 'fantasy', 'drama', 'action', 'adventure']"
Tamako Love Story,movie,Finished,https://media.kitsu.io/anime/poster_images/8135/large.jpg?1597696920,1,80.93,"As she edges toward the end of her high school life, the energetic but generally clueless third-year Tamako Kitashirakawa has only one major concern: pulling off a stunning baton performance at the Usagiyama Marching Festival. But all too soon, she is confronted by the reality that all her friends have big plans for their futures; she, on the other hand, just operates with the moderate goal of continuing to work at her family's restaurant.

Under the same brilliant sky, Mochizou Ooji intends to study at a university in Tokyo, leaving behind his family, friends, and most importantly, his first and only love Tamako. Unfortunately, the shy admirer cannot bring himself to declare his love, and Tamako is yet unaware that she is the source of such anguish. With time quickly running out, Mochizou must confess his feelings to Tamako soon, or his dream of romance will never be fulfilled.

(Source: MyAnimeList)","['comedy', 'slice-of-life', 'romance']"
Kono Sekai no Katasumi ni,movie,Finished,https://media.kitsu.io/anime/poster_images/7234/large.jpg?1597696905,1,80.92,"The award-winning story of IN THIS CORNER OF THE WORLD follows a young lady named Suzu Urano, who in 1944 moves to the small town of Kure in Hiroshima to live with her husband’s family. Suzu’s life is thrown into chaos when her town is bombed during World War II. Her perseverance and courage underpin this heart-warming and inspirational tale of the everyday challenges faced by the Japanese in the midst of a violent, war-torn country. This beautiful yet poignant tale shows that even in the face of adversity and loss, people can come together and rebuild their lives.

(Source: Official Website)","['historical', 'drama']"
Nodame Cantabile Finale,TV,Finished,https://media.kitsu.io/anime/poster_images/4248/large.jpg?1597696922,11,80.91,"The series continues the relationship between two aspiring classical musicians, Megumi ""Nodame"" Noda and Shinichi Chiaki, as students and after graduation.","['comedy', 'music', 'romance']"
Gyakkyou Burai Kaiji: Ultimate Survivor,TV,Finished,https://media.kitsu.io/anime/poster_images/2713/large.jpg?1597696932,26,80.89,"Kaiji Itou is a good-for-nothing loiterer who spends his days drinking beer and stealing hubcaps—that is, until he ends up being tricked by his former co-worker. Unable to suddenly repay his friend's huge debt all by himself, Kaiji is offered a shady deal to participate in an illegal underground gamble on a cruise ship. This turns out to be nothing more than the beginning of his new life of hell—thrown headlong into a life-threatening roller coaster of mind games, cheating, and deceit.
Based on the first entry of the famous gambling manga series by Nobuyuki Fukumoto, Gyakkyou Burai Kaiji: Ultimate Survivor follows our unlucky protagonist as he is forced to fight not only other people, but also the mysteries of their psyches. Kaiji finds out the hard way that the worst sides of human nature surface when people's backs are against the wall, and that the most fearsome dangers of all are greed, paranoia, and the human survival instinct itself.
[Written by MAL Rewrite]","['psychological', 'thriller', 'game']"
ReLIFE,TV,Finished,https://media.kitsu.io/anime/poster_images/10464/large.jpg?1597696919,13,80.88,"Dismissed as a hopeless loser by those around him, 27-year-old Arata Kaizaki bounces around from one job to another after quitting his first company. His unremarkable existence takes a sharp turn when he meets Ryou Yoake, a member of the ReLife Research Institute, who offers Arata the opportunity to change his life for the better with the help of a mysterious pill. Taking it without a second thought, Arata awakens the next day to find that his appearance has reverted to that of a 17-year-old.
Arata soon learns that he is now the subject of a unique experiment and must attend high school as a transfer student for one year. Though he initially believes it will be a cinch due to his superior life experience, Arata is proven horribly wrong on his first day: he flunks all his tests, is completely out of shape, and can't keep up with the new school policies that have cropped up in the last 10 years. Furthermore, Ryou has been assigned to observe him, bringing Arata endless annoyance. ReLIFE follows Arata's struggle to adjust to his hectic new lifestyle and avoid repeating his past mistakes, all while slowly discovering more about his fellow classmates.
[Written by MAL Rewrite]","['school', 'slice-of-life', 'romance']"
Full Metal Panic? Fumoffu,TV,Finished,https://media.kitsu.io/anime/poster_images/52/large.jpg?1597696931,12,80.88,"It's back-to-school mayhem with Kaname Chidori and her war-freak classmate Sousuke Sagara as they encounter more misadventures in and out of Jindai High School. But when Kaname gets into some serious trouble, Sousuke takes the guise of Bonta-kun—the gun-wielding, butt-kicking mascot. And while he struggles to continue living as a normal teenager, Sousuke also has to deal with protecting his superior officer Teletha Testarossa, who has decided to take a vacation from Mithril and spend a couple of weeks as his and Kaname's classmate.
(Source: ANN)","['comedy', 'school', 'action']"
Code Geass: Hangyaku no Lelouch I - Koudou,movie,Finished,https://media.kitsu.io/anime/poster_images/13850/large.jpg?1597696892,1,80.87,"The Holy Britannian Empire is a powerful nation that uses its military strength to expand its rule, and the small island nation of Japan is yet another victim. During a worldwide conflict in 2010 known as the Second Pacific War, the once proud country was reduced to rubble and mockingly renamed to Area 11.

However, one student plans to free Japan from Britannia's control through an extraordinary rebellion. His name is Lelouch Lamperouge, and he is fueled with hatred for the Empire, plotting to wipe its accursed name off the face of the planet. Lelouch's malicious plans are unexpectedly accelerated upon meeting the mysterious woman C.C., who grants him a supernatural ability known as ""Geass"" that makes anyone Lelouch commands unable to defy his will.

Now armed with a devastating power, Lelouch assumes the persona of Zero, a revolutionary figure who carries the hopes and dreams of the oppressed around the world. He vows to restore the glorious nation of Japan and deliver divine retribution to Britannia.","['sci-fi', 'super-power', 'school', 'military', 'mecha', 'action']"
Beastars 2nd Season,TV,Finished,https://media.kitsu.io/anime/poster_images/42904/large.jpg?1618204435,12,80.87,"Legoshi accepts himself as a carnivore and makes a move in his romantic relationship with Haru. However, just as when it seems that school life has returned to normal, a new crisis creeps up on Legoshi. It's linked to the culprit of the unsolved ""murder incident."" Furthermore, at the Black Market, the remnants of the Shishi-Gumi that were supposed to have been defeated are beginning to gain strength again as the ""New Shishi-Gumi.""

Note: The first episode had an early delivery on Netflix Japan. The regular TV broadcast started on January 7.

(Source: Fuji TV via AniDB)",['none']
